Date,Open,High,Low,Close,Adj Close,Volume
2020-05-07,164.000000,165.850006,160.500000,161.000000,153.126480,24249585
2020-05-08,163.949997,164.149994,157.100006,158.250000,150.510956,25307015
2020-05-11,160.000000,163.500000,158.000000,158.449997,150.701172,18095473
2020-05-12,158.449997,165.899994,157.500000,165.050003,156.978424,21387527
2020-05-13,173.399994,173.600006,164.500000,165.399994,157.311295,20015124
2020-05-14,164.500000,168.250000,161.949997,163.800003,155.789551,14949993
2020-05-15,162.199997,165.500000,161.149994,164.649994,156.597977,14950243
2020-05-18,166.000000,167.300003,163.149994,164.750000,156.693085,20801299
2020-05-19,166.500000,171.649994,165.100006,170.750000,162.399658,20142171
2020-05-20,171.949997,177.000000,171.000000,175.750000,167.155136,25320734
2020-05-21,175.600006,190.449997,172.649994,188.949997,179.709610,58382197
2020-05-22,188.000000,191.899994,184.600006,186.350006,177.236771,39013770
2020-05-26,190.000000,194.949997,187.800003,191.699997,182.325119,53233404
2020-05-27,192.500000,193.899994,186.899994,192.149994,182.753113,24546119
2020-05-28,192.300003,192.899994,189.000000,190.649994,181.326462,24578072
2020-05-29,190.449997,198.000000,189.000000,197.350006,187.698822,35834621
2020-06-01,201.000000,205.250000,199.000000,200.550003,190.742325,28508405
2020-06-02,201.899994,201.899994,196.699997,197.250000,187.603714,22631373
2020-06-03,200.000000,200.899994,195.600006,196.699997,187.080597,18979188
2020-06-04,197.750000,202.500000,195.000000,200.149994,190.361877,21996048
2020-06-05,201.800003,202.000000,198.649994,200.000000,190.219223,14629659
2020-06-08,202.899994,203.649994,197.000000,197.649994,187.984146,19551313
2020-06-09,198.250000,206.199997,197.649994,198.500000,188.792572,39914264
2020-06-10,199.449997,203.149994,198.300003,199.050003,189.315689,27199665
2020-06-11,200.000000,201.250000,193.600006,194.250000,184.750427,19847133
2020-06-12,188.949997,195.199997,187.850006,193.899994,184.417526,22562768
2020-06-15,193.899994,193.949997,186.300003,187.199997,178.045197,24462536
2020-06-16,190.800003,190.949997,181.899994,185.000000,175.952789,27636105
2020-06-17,184.000000,185.000000,180.699997,181.199997,172.338608,24027295
2020-06-18,181.199997,187.500000,180.699997,186.600006,177.474548,28887489
2020-06-19,187.100006,187.949997,183.600006,184.050003,175.049240,30531449
2020-06-22,186.500000,187.500000,183.149994,185.000000,175.952789,31395991
2020-06-23,185.399994,187.500000,184.750000,185.850006,176.761215,26546793
2020-06-24,187.399994,194.699997,186.149994,191.850006,182.467789,54652978
2020-06-25,192.250000,203.500000,191.649994,202.100006,192.216537,75574255
2020-06-26,206.000000,209.399994,193.300003,195.199997,185.653961,71956002
2020-06-29,202.500000,203.000000,196.199997,197.250000,187.603714,91503336
2020-06-30,199.399994,199.399994,194.000000,194.649994,185.130859,41210494
2020-07-01,194.649994,203.850006,194.649994,202.899994,192.977402,44297953
2020-07-02,204.449997,206.750000,202.550003,205.850006,195.783142,39320871
2020-07-03,208.000000,208.500000,206.000000,207.550003,197.400009,37893277
2020-07-06,200.350006,201.949997,198.949997,199.800003,199.800003,34710176
2020-07-07,200.000000,200.500000,194.000000,194.250000,194.250000,31263172
2020-07-08,194.250000,197.949997,194.250000,196.300003,196.300003,21274354
2020-07-09,196.899994,197.000000,194.149994,195.449997,195.449997,18769502
2020-07-10,195.149994,196.500000,194.000000,194.350006,194.350006,16191544
2020-07-13,195.899994,198.750000,195.100006,197.550003,197.550003,20297515
2020-07-14,197.399994,199.500000,192.750000,195.899994,195.899994,18474376
2020-07-15,196.350006,200.000000,194.500000,198.699997,198.699997,23776757
2020-07-16,198.699997,198.850006,192.000000,193.850006,193.850006,22144320
2020-07-17,193.300003,195.399994,193.000000,194.050003,194.050003,14882294
2020-07-20,195.000000,195.350006,192.350006,192.699997,192.699997,18914963
2020-07-21,192.100006,194.199997,191.500000,192.250000,192.250000,28010715
2020-07-22,193.000000,197.899994,192.500000,196.550003,196.550003,32572133
2020-07-23,197.649994,201.500000,196.800003,200.699997,200.699997,31488108
2020-07-24,201.000000,201.699997,197.300003,199.600006,199.600006,60183102
2020-07-27,200.500000,200.500000,195.149994,196.399994,196.399994,22645697
2020-07-28,197.000000,198.649994,195.050003,195.399994,195.399994,19287132
2020-07-29,193.449997,198.199997,193.399994,196.699997,196.699997,14831635
2020-07-30,198.399994,198.399994,192.500000,193.350006,193.350006,16315231
2020-07-31,193.500000,196.949997,193.500000,194.149994,194.149994,16652851
2020-08-03,194.000000,194.000000,191.899994,192.600006,192.600006,13265411
2020-08-04,192.600006,195.800003,192.600006,193.649994,193.649994,17187619
2020-08-05,194.500000,194.600006,191.699997,192.800003,192.800003,48768332
2020-08-06,194.199997,195.600006,193.100006,195.350006,195.350006,17886089
2020-08-07,195.500000,197.000000,194.149994,196.050003,196.050003,20911818
2020-08-10,196.399994,199.649994,196.399994,198.850006,198.850006,16474505
2020-08-11,200.000000,207.699997,200.000000,203.050003,203.050003,55142972
2020-08-12,202.500000,204.899994,200.399994,204.199997,204.199997,21287010
2020-08-13,203.500000,204.199997,197.100006,201.449997,201.449997,22698888
2020-08-14,201.600006,203.350006,195.500000,196.399994,196.399994,28751298
2020-08-17,198.050003,199.500000,196.850006,198.750000,198.750000,11740766
2020-08-18,199.899994,199.899994,197.250000,198.550003,198.550003,12488159
2020-08-19,198.600006,201.699997,198.100006,198.449997,198.449997,15474353
2020-08-20,197.000000,197.199997,194.550003,195.800003,195.800003,16910449
2020-08-21,198.000000,199.199997,196.300003,196.800003,196.800003,17233813
2020-08-24,197.250000,199.000000,196.350006,196.699997,196.699997,14737317
2020-08-25,197.250000,198.300003,195.100006,195.399994,195.399994,15199264
2020-08-26,196.500000,196.550003,193.649994,194.949997,194.949997,22631175
2020-08-27,198.500000,198.899994,193.899994,194.250000,194.250000,47212216
2020-08-28,194.600006,196.300003,194.050003,195.550003,195.550003,34645487
2020-08-31,199.000000,199.000000,190.000000,191.100006,191.100006,96994911
2020-09-01,191.100006,192.350006,188.250000,190.199997,190.199997,39779151
2020-09-02,191.300003,193.000000,189.649994,191.350006,191.350006,20585374
2020-09-03,191.399994,193.250000,190.000000,191.600006,191.600006,15691462
2020-09-04,190.000000,190.000000,185.699997,186.699997,186.699997,41389019
2020-09-07,187.250000,190.500000,180.800003,189.100006,189.100006,32660563
2020-09-08,189.600006,190.550003,184.600006,188.149994,188.149994,25589032
2020-09-09,185.500000,186.250000,182.300003,183.800003,183.800003,27829564
2020-09-10,184.100006,185.699997,183.199997,184.899994,184.899994,17784303
2020-09-11,184.899994,186.500000,182.750000,183.949997,183.949997,19255948
2020-09-14,185.800003,185.850006,183.000000,183.350006,183.350006,30992032
2020-09-15,184.000000,184.199997,180.800003,181.800003,181.800003,30771790
2020-09-16,181.850006,183.500000,180.050003,180.649994,180.649994,50641398
2020-09-17,180.800003,181.500000,177.800003,178.600006,178.600006,33933262
2020-09-18,179.550003,179.850006,177.000000,179.100006,179.100006,29782789
2020-09-21,180.000000,180.600006,175.050003,175.750000,175.750000,23891325
2020-09-22,175.750000,176.750000,173.750000,174.199997,174.199997,18529108
2020-09-23,174.949997,177.550003,171.699997,172.500000,172.500000,61785000
2020-09-24,171.699997,171.750000,166.149994,166.550003,166.550003,31486355
2020-09-25,168.899994,171.199997,167.000000,170.750000,170.750000,26625318
2020-09-28,171.000000,174.800003,170.500000,173.300003,173.300003,23194638
2020-09-29,174.750000,174.750000,169.000000,169.399994,169.399994,25615786
2020-09-30,170.000000,172.100006,168.699997,171.699997,171.699997,18481590
2020-10-01,174.500000,174.600006,170.100006,170.850006,170.850006,19756417
2020-10-05,171.100006,172.800003,168.750000,169.250000,169.250000,24298942
2020-10-06,169.500000,171.600006,168.100006,169.899994,169.899994,21885190
2020-10-07,170.000000,170.899994,169.000000,169.500000,169.500000,16286540
2020-10-08,170.100006,170.399994,166.899994,167.149994,167.149994,25502126
2020-10-09,167.500000,168.899994,166.350006,167.850006,167.850006,22373277
2020-10-12,170.500000,175.199997,170.000000,172.199997,172.199997,66250422
2020-10-13,172.850006,174.850006,169.500000,170.149994,170.149994,35684395
2020-10-14,170.550003,171.000000,167.050003,167.800003,167.800003,38216229
2020-10-15,167.699997,167.800003,164.550003,165.050003,165.050003,27116799
2020-10-16,165.500000,166.800003,163.800003,165.699997,165.699997,20227056
2020-10-19,166.800003,168.899994,166.149994,168.250000,168.250000,19016521
2020-10-20,168.000000,168.300003,166.699997,167.449997,167.449997,16148741
2020-10-21,168.149994,168.899994,166.600006,167.649994,167.649994,16478833
2020-10-22,167.550003,169.100006,167.000000,168.550003,168.550003,22044107
2020-10-23,168.949997,171.000000,167.750000,170.750000,170.750000,20145584
2020-10-26,171.500000,171.600006,168.250000,168.550003,168.550003,16080575
2020-10-27,168.500000,169.300003,166.750000,167.199997,167.199997,45885092
2020-10-28,168.500000,168.500000,165.000000,165.500000,165.500000,16820774
2020-10-29,165.000000,165.949997,163.449997,163.850006,163.850006,21007139
2020-10-30,164.000000,166.800003,163.350006,165.250000,165.250000,16347325
2020-11-02,166.800003,167.199997,164.449997,166.750000,166.750000,14370649
2020-11-03,167.199997,170.750000,167.100006,170.100006,170.100006,22602903
2020-11-04,170.050003,171.800003,168.199997,169.800003,169.800003,18808819
2020-11-05,171.250000,175.000000,170.199997,174.750000,174.750000,26997641
2020-11-06,176.500000,177.199997,173.399994,173.949997,173.949997,34252005
2020-11-09,173.949997,177.300003,171.850006,172.800003,172.800003,35286484
2020-11-10,175.000000,179.550003,171.850006,178.350006,178.350006,57459436
2020-11-11,179.600006,185.899994,178.600006,185.300003,185.300003,63318644
2020-11-12,185.199997,188.750000,183.850006,188.000000,188.000000,46367792
2020-11-13,187.199997,188.800003,185.550003,187.100006,187.100006,28198725
2020-11-14,null,null,null,null,null,null
2020-11-17,189.000000,189.399994,186.399994,187.350006,187.350006,20950589
2020-11-18,186.800003,188.449997,182.750000,184.050003,184.050003,26595992
2020-11-19,182.800003,191.800003,182.699997,187.899994,187.899994,48984610
2020-11-20,188.800003,192.000000,186.050003,191.699997,191.699997,45307312
2020-11-23,192.000000,192.500000,188.649994,190.850006,190.850006,23180456
2020-11-24,190.600006,196.449997,190.600006,195.550003,195.550003,45411815
2020-11-25,196.000000,197.949997,192.500000,193.850006,193.850006,41659179
2020-11-26,195.100006,195.850006,192.550003,194.800003,194.800003,24222956
2020-11-27,194.449997,195.750000,193.199997,193.649994,193.649994,31385396
2020-12-01,195.000000,196.350006,192.399994,194.399994,194.399994,15893346
2020-12-02,195.000000,198.750000,193.550003,195.949997,195.949997,28425948
2020-12-03,197.199997,197.199997,194.550003,196.199997,196.199997,28009042
2020-12-04,196.850006,199.350006,196.500000,198.199997,198.199997,22152332
2020-12-07,198.199997,203.750000,197.600006,203.149994,203.149994,35693450
2020-12-08,203.899994,204.699997,199.550003,202.449997,202.449997,30853963
2020-12-09,205.000000,207.800003,204.649994,205.399994,205.399994,39684395
2020-12-10,206.649994,213.649994,203.149994,212.699997,212.699997,65227495
2020-12-11,214.449997,217.949997,213.350006,216.300003,216.300003,60322445
2020-12-14,217.949997,218.600006,215.000000,215.899994,215.899994,26990063
2020-12-15,215.250000,216.399994,211.600006,213.550003,213.550003,23255609
2020-12-16,213.750000,215.550003,213.500000,214.000000,214.000000,19551630
2020-12-17,214.199997,215.100006,211.250000,213.050003,213.050003,22386185
2020-12-18,213.100006,215.949997,209.750000,214.500000,214.500000,23775053
2020-12-21,214.500000,214.699997,199.149994,202.949997,202.949997,41834797
2020-12-22,203.100006,206.250000,196.899994,203.399994,203.399994,40986353
2020-12-23,203.000000,208.250000,202.000000,207.750000,207.750000,23695667
2020-12-24,210.000000,210.649994,205.600006,208.600006,208.600006,22768284
2020-12-28,209.000000,210.199997,207.850006,209.500000,209.500000,15741000
2020-12-29,210.500000,213.500000,210.100006,211.550003,211.550003,26546469
2020-12-30,212.699997,213.500000,209.550003,211.149994,211.149994,18925262
2020-12-31,210.550003,211.300003,208.550003,209.000000,209.000000,18245270
2021-01-01,209.899994,214.199997,209.300003,213.850006,213.850006,19527333
2021-01-04,214.000000,216.000000,212.100006,213.399994,213.399994,26891799
2021-01-05,212.449997,213.250000,210.600006,211.449997,211.449997,18024083
2021-01-06,211.449997,211.500000,204.500000,205.399994,205.399994,49067837
2021-01-07,206.100006,207.600006,202.100006,202.800003,202.800003,34952401
2021-01-08,204.350006,206.000000,200.250000,201.500000,201.500000,56427360
2021-01-11,204.000000,206.100006,201.250000,202.500000,202.500000,42970983
2021-01-12,203.000000,206.899994,201.600006,206.449997,206.449997,35617404
2021-01-13,207.449997,213.000000,205.250000,211.250000,211.250000,63925996
2021-01-14,212.000000,216.500000,211.600006,214.149994,214.149994,48304263
2021-01-15,214.899994,218.500000,211.199997,217.850006,217.850006,58321158
2021-01-18,218.399994,222.000000,214.600006,219.750000,219.750000,67607822
2021-01-19,221.000000,221.699997,217.500000,218.850006,218.850006,31785089
2021-01-20,218.500000,219.000000,215.699997,217.649994,217.649994,44672447
2021-01-21,219.000000,219.500000,212.199997,213.699997,213.699997,28999164
2021-01-22,214.000000,214.750000,209.149994,210.699997,210.699997,24712182
2021-01-25,212.000000,212.500000,206.850006,207.800003,207.800003,24967899
2021-01-27,208.000000,212.649994,207.100006,210.649994,210.649994,48460936
